"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"77","RT @TomatazosCom: #JimStarlin, creador de #Thanos, da su opinión sobre #AvengersInfinityWar ➡️https://t.co/ceKAeeKY9R ������������ https://t.co/JbUTZ…",FALSE,0,NA,2018-04-25 21:12:28,FALSE,NA,"989250817646628865",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Masterguy141",8,TRUE,FALSE,NA,NA
"78","RT @himeshmankad: The advance booking for #AvengersInfinityWar is UNBELIEVABLE. I would call this the biggest cinematic moment in India for…",FALSE,0,NA,2018-04-25 21:12:26,FALSE,NA,"989250805273317376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mitChakraborty",9,TRUE,FALSE,NA,NA
"79","RT @MarvelFlix: Que groso @MarkRuffalo poniéndose la celeste y blanca! #InfinityWar #AvengersInfinityWar a ver si la próxima viene para acá…",FALSE,0,NA,2018-04-25 21:12:25,FALSE,NA,"989250803641864195",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","flordiazg",19,TRUE,FALSE,NA,NA
"80","RT @magse7en: ตามนั้น #InfinityWarTH #InfinityWar  #AvengersInfinityWar https://t.co/GykFsu9kOy",FALSE,0,NA,2018-04-25 21:12:24,FALSE,NA,"989250798675681280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_xxgus96",3107,TRUE,FALSE,NA,NA
"81","RT @nerdwrldprblms: On a scale of 1 to “kill me” how ready are you for #AvengersInfinityWar?",FALSE,0,NA,2018-04-25 21:12:24,FALSE,NA,"989250797048352768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dearcollectress",3,TRUE,FALSE,NA,NA
"82","Just saw #AvengersInfinityWar and I won't talk about it but I really want to talk about it",FALSE,1,NA,2018-04-25 21:12:23,FALSE,NA,"989250793940439040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IamMandine",1,FALSE,FALSE,NA,NA
"83","RT @EthanMNicholls: @Russo_Brothers @Avengers #AvengersInfinityWar Hands down the best movie ive ever seen Thankyou so much, everyone go se…",FALSE,0,NA,2018-04-25 21:12:22,FALSE,NA,"989250789456539648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EthanMNicholls",1,TRUE,FALSE,NA,NA
"84","RT @ZazilHaXaman: #TomHiddleston #AvengersInfinityWar #EllenDeGeneres https://t.co/eJuQP4z7Ag",FALSE,0,NA,2018-04-25 21:12:20,FALSE,NA,"989250782519222273",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","earthworm16",3,TRUE,FALSE,NA,NA
"85","Can't wait for this new #AvengersInfinityWar  to come out! Im currently rewatching all #Marvel movies and I am only… https://t.co/0srtNkNI7L",FALSE,0,NA,2018-04-25 21:12:19,TRUE,NA,"989250779478360067",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RGK5588",0,FALSE,FALSE,NA,NA
"86","YOU.ARE.NOT.READY FOR #AvengersInfinityWar! Easly my favorite Marvel movie. It's MIND-BLOWING. Go see this movie.",FALSE,0,NA,2018-04-25 21:12:19,FALSE,NA,"989250778144694275",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheAnimationBoy",0,FALSE,FALSE,NA,NA
"87","RT @stansebbie: Io dopo #InfinityWar #AvengersInfinityWar https://t.co/3MnainFM6C",FALSE,0,NA,2018-04-25 21:12:12,FALSE,NA,"989250749405294594",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chiara_c21",26,TRUE,FALSE,NA,NA
"88","BEN PUTAIN !

PRÉPAREZ-VOUS ÇA ENVOIE ������

J’ai été conquis, 10 ans pour arriver à un tel niveau de maîtrise malgré q… https://t.co/Po3GFOSdQn",FALSE,0,"AdlaneL_",2018-04-25 21:12:12,TRUE,"989191571731111938","989250749380091904","919603268","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AdlaneL_",0,FALSE,FALSE,NA,NA
"89","RT @SandhuMMA: This is brilliant. All the characters of #AvengersInfinityWar replaced by Conor McGregor. Amazing work by @KamuraShops. http…",FALSE,0,NA,2018-04-25 21:12:11,FALSE,NA,"989250743122227201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AdOrmrod7",13,TRUE,FALSE,NA,NA
"90","#AvengersInfinityWar",FALSE,0,NA,2018-04-25 21:12:09,FALSE,NA,"989250733953421312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","davistwistar",0,FALSE,FALSE,NA,NA
"91","RT @88meganrichards: Praying that no one spoils #AvengersInfinityWar for me i'm seeing it friday and my account will be spoiler free #Marve…",FALSE,0,NA,2018-04-25 21:12:06,FALSE,NA,"989250723568332800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yannekees",1,TRUE,FALSE,NA,NA
"92","RT @AmazingNerdShow: NEW EPISODE ALERT! Our #AvengersInfinityWar preview show is here! Who lives? Who dies? &amp; how will the #MCU be changed?…",FALSE,0,NA,2018-04-25 21:12:04,FALSE,NA,"989250713816567810",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ThisIsntYelling",7,TRUE,FALSE,NA,NA
"93","#AvengersInfinityWar c'est vraiment un film excellent ������������������",FALSE,0,NA,2018-04-25 21:12:03,FALSE,NA,"989250712637988869",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","flavien_jnt",0,FALSE,FALSE,NA,NA
"94","Wy, którzy byliście na Infinity War, bądźcie uprzejmi na tyle, żeby nie spoilerować ! Po co to robić ? Może jesteś… https://t.co/4pIDtgUOih",FALSE,0,NA,2018-04-25 21:12:03,TRUE,NA,"989250710729576449",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TwojaSzyneczka",0,FALSE,FALSE,NA,NA
"95","RT @SandhuMMA: This is brilliant. All the characters of #AvengersInfinityWar replaced by Conor McGregor. Amazing work by @KamuraShops. http…",FALSE,0,NA,2018-04-25 21:12:03,FALSE,NA,"989250710662516736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","grawrdough",13,TRUE,FALSE,NA,NA
"96","RT @KaiMahaOfficial: โปรดอภัยแก่คนบาป...

#AvengersInfinityWar https://t.co/5d7aJxpQiM",FALSE,0,NA,2018-04-25 21:12:02,FALSE,NA,"989250705482432512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pompamnnr",1047,TRUE,FALSE,NA,NA
"97","RT @AmazingNerdShow: NEW EPISODE ALERT! Our #AvengersInfinityWar preview show is here! Who lives? Who dies? &amp; how will the #MCU be changed?…",FALSE,0,NA,2018-04-25 21:12:00,FALSE,NA,"989250697093943296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TWM_Podcast",7,TRUE,FALSE,NA,NA
"98","RT @OriginalFunko: RT &amp; follow @OriginalFunko for a chance to WIN a @Walmart Exclusive Thanos Pop!  #AvengersInfinityWar #Thanos https://t.…",FALSE,0,NA,2018-04-25 21:12:00,FALSE,NA,"989250696355729408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StandBackImAPro",14077,TRUE,FALSE,NA,NA
"99","Courez voir #AvengersInfinityWar
Il est très très bien",FALSE,0,NA,2018-04-25 21:11:57,FALSE,NA,"989250687019180033",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jajadubois",0,FALSE,FALSE,NA,NA
"100","RT @JamesGavsie: #QuestionOfTheDay

The #Marvel and #DC universes are at war and YOU are caught in the middle!!!

Which side do you fight f…",FALSE,0,NA,2018-04-25 21:11:57,FALSE,NA,"989250685517484032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rainearthimbue",71,TRUE,FALSE,NA,NA
"101","why did you do that to us
 @Russo_Brothers 
but still incredible
#InfinityWar #AvengersInfinityWar",FALSE,0,NA,2018-04-25 21:11:56,FALSE,NA,"989250680996159488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","madrytovaa",0,FALSE,FALSE,NA,NA
"102","RT @JamesGunn: Folks, be careful of what reviews you read for #AvengersInfinityWar. There are many surprises in the film, and some of them…",FALSE,0,NA,2018-04-25 21:11:55,FALSE,NA,"989250679247179777",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","queen_ollie",5307,TRUE,FALSE,NA,NA
"103","Devo ancora metabolizzare il tutto, ma gente...

È UN CAPOLAVORO!

È bellissimo, perfetto, devastante, divertente,… https://t.co/gnS6iMWL8b",FALSE,0,NA,2018-04-25 21:11:55,TRUE,NA,"989250678659911680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IolandaCaputo96",0,FALSE,FALSE,NA,NA
"104","Le premier qui spoil infinity war j'le massacre #AvengersInfinityWar",FALSE,1,NA,2018-04-25 21:11:55,FALSE,NA,"989250675988226048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Marine12_O",0,FALSE,FALSE,NA,NA
"105","RT @shirklesxp: Happy #AvengersInfinityWar week! I hopped on the phone with Kevin Feige to talk about the evolution of the MCU's post-credi…",FALSE,0,NA,2018-04-25 21:11:54,FALSE,NA,"989250671227568128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SandraP87014136",11,TRUE,FALSE,NA,NA
"106","Ooooooh vite la suite #AvengersInfinityWar ... Je suis a la fois content et a la fois déçu (juste sur 1 truc) https://t.co/QsZvIm3vOo",FALSE,0,NA,2018-04-25 21:11:53,FALSE,NA,"989250668417437697",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","kiwimatt56",0,FALSE,FALSE,NA,NA
"107","Going to see #AvengersInfinityWar with the awesome boyfriend tomorrow!!!",FALSE,0,NA,2018-04-25 21:11:53,FALSE,NA,"989250667813441536",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","_JokersBitch_",0,FALSE,FALSE,NA,NA
"108","1 día! 1 puto día! Muero de hype #AvengersInfinityWar",FALSE,0,NA,2018-04-25 21:11:52,FALSE,NA,"989250663963078658",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","setry",0,FALSE,FALSE,NA,NA
"109","RT @VideojuegosGAME: ¡Hasta el INFINITY y más allá!
Ahí es dónde llega vuestro HYPE por ver #AvengersInfinityWar este viernes, ¿eh? ������
Pues…",FALSE,0,NA,2018-04-25 21:11:51,FALSE,NA,"989250660272091137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carlitosssuuu20",4,TRUE,FALSE,NA,NA
"110","OMG! OMG! OMG! #AvengersInfinityWar",FALSE,0,NA,2018-04-25 21:11:49,FALSE,NA,"989250652344934403",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ACopers",0,FALSE,FALSE,NA,NA
"111","https://t.co/mlHIjQFX61 via @youtube
#AvengersInfinityWar 
#royalbaby #ChampionsLeague
#DNADay 
#Advertising… https://t.co/yPVi0pQ1Mi",FALSE,0,NA,2018-04-25 21:11:47,TRUE,NA,"989250643423580160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BooYond",0,FALSE,FALSE,NA,NA
"112","RT @cdpcream: คำแรกที่ออกจากโรง มึงจบอะไรของมึงงง ค้างสัดๆ  มันคืออะไรเว่ยย. เคว้งมากเว่อ นี่นั่งดูยังเครดิตหมด คนออกจากโรงหมด กูยังไม่ออก…",FALSE,0,NA,2018-04-25 21:11:47,FALSE,NA,"989250643230576640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kunthanita",2006,TRUE,FALSE,NA,NA
"113","А вообще, конечно, смотреть стоит, как минимум, за концовку. Она мощная, сильная. Хотя в целом... не знаю, очень со… https://t.co/1dFyj94pCk",FALSE,0,NA,2018-04-25 21:11:47,TRUE,NA,"989250641720733696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EliaTkachev",0,FALSE,FALSE,NA,NA
"114","#Debut #AvengersInfinityWar Can’t wait to go and see it!",FALSE,0,NA,2018-04-25 21:11:46,FALSE,NA,"989250641062252544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Noriyukiking",0,FALSE,FALSE,NA,NA
"115","RT @MarveIFacts: A new #AvengersInfinityWar clip featuring Peter and Ned has been released https://t.co/iMZnkmmdNU",FALSE,0,NA,2018-04-25 21:11:46,FALSE,NA,"989250638780420097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aminuddinnn1",402,TRUE,FALSE,NA,NA
"116","nie mam słów na to co się działo w tym filmie, jestem zła bardzo #AvengersInfinityWar",FALSE,0,NA,2018-04-25 21:11:44,FALSE,NA,"989250629540425728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","joinfranco",0,FALSE,FALSE,NA,NA
"117","RT @buffalogags: สปอยอีกแล้วอะ 

#AvengersInfinityWar 
#ผิด https://t.co/AMPChBvqoK",FALSE,0,NA,2018-04-25 21:11:43,FALSE,NA,"989250628382683136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kingentoi_",696,TRUE,FALSE,NA,NA
"118","RT @OriginalFunko: RT &amp; follow @OriginalFunko for a chance to WIN a @BoxLunchGifts exclusive Unmasked Iron Spider Pop! #AvengersInfinityWar…",FALSE,0,NA,2018-04-25 21:11:42,FALSE,NA,"989250621147529216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","R3DArrowLB",14104,TRUE,FALSE,NA,NA
"119","Less than 2 hours. The excitement is real! #AvengersInfinityWar",FALSE,0,NA,2018-04-25 21:11:40,FALSE,NA,"989250615443443713",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JordanHamptonx",0,FALSE,FALSE,NA,NA
"120","RT @Jrnotjnr: #AvengersInfinityWar logo inspiration. https://t.co/3kP0zvo9cm",FALSE,0,NA,2018-04-25 21:11:37,FALSE,NA,"989250601283305472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paiiipypieee",986,TRUE,FALSE,NA,NA
"121","RT @badpostlegionfx: After watching #AvengersInfinityWar : https://t.co/klOmlwLCG7",FALSE,0,NA,2018-04-25 21:11:35,FALSE,NA,"989250592945061889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","theavailablee",31,TRUE,FALSE,NA,NA
"122","RT @DrStrangeRP: ""........."" คลานออกมาจากโรง #AvengersInfinityWar #InfinityWarTH https://t.co/RejVZyxToO",FALSE,0,NA,2018-04-25 21:11:33,FALSE,NA,"989250583071633408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","minasangdesu",166,TRUE,FALSE,NA,NA
"123","IO NON ERO PRONTA A TUTTO QUESTO! #AvengersInfinityWar",FALSE,0,NA,2018-04-25 21:11:31,FALSE,NA,"989250576142733313",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IolandaCaputo96",0,FALSE,FALSE,NA,NA
"124","RT @gubgibut: เค้าเรียกว่ามารยาท ทำไมต้องให้สอน ต้องทำการรักษาตรรกะป่วยระดับไหน? ไหนจะโรคมารยาททางสังคมต่ำแทรกซ้อนอีกโอ้ยยยยย อัลเฟรนไปละเส…",FALSE,0,NA,2018-04-25 21:11:30,FALSE,NA,"989250574372622336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vmkie_",48,TRUE,FALSE,NA,NA
"125","RT @yahoskalara: Antes de todo esto que esta pasando en el país, estaba tan emocionada con el estreno de #AvengersInfinityWar hasta ya se m…",FALSE,0,NA,2018-04-25 21:11:30,FALSE,NA,"989250573391355904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CMRS__",1,TRUE,FALSE,NA,NA
"126","RT @looper: Time really flies! Tomorrow's when we get to see the most epic superhero movie event, and we couldn't be more pumped! #Avengers…",FALSE,0,NA,2018-04-25 21:11:30,FALSE,NA,"989250573361917958",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlonzoMedina11",9,TRUE,FALSE,NA,NA
"127","RT @StarkIndustrie_: J'aime bien le Logo Marvel du début qui précise les 10 ans. 
Bah ouai ok merci. 
Super le cadeau. 
On est ravi. 
CA FE…",FALSE,0,NA,2018-04-25 21:11:30,FALSE,NA,"989250571931734016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lcarusdream",2,TRUE,FALSE,NA,NA
"128","RT @JamesGunn: Folks, be careful of what reviews you read for #AvengersInfinityWar. There are many surprises in the film, and some of them…",FALSE,0,NA,2018-04-25 21:11:27,FALSE,NA,"989250560787472384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_joseee32",5307,TRUE,FALSE,NA,NA
"129","RT @BridgeGeekdoms: Have you heard our show? Give us 3 episodes and I know you will jump aboard and help Bridge the Geekdoms. Our latest Ep…",FALSE,0,NA,2018-04-25 21:11:26,FALSE,NA,"989250555397705730",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","NerdyIntroverty",1,TRUE,FALSE,NA,NA
"130","RT @bugderjustin: มาร์เวลคงบั่บบ //เเนบรูป
#InfinityWarTH #AvengersInfinityWar https://t.co/AXbikfXGS2",FALSE,0,NA,2018-04-25 21:11:21,FALSE,NA,"989250534249971712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vmkie_",47,TRUE,FALSE,NA,NA
"131","RT @SheWantsTheVic: Bucky leaving Wakanda in #AvengersInfinityWar https://t.co/SiEocyHrqr",FALSE,0,NA,2018-04-25 21:11:20,FALSE,NA,"989250528872943617",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YourLocalTrap",59,TRUE,FALSE,NA,NA
"132","Esco dal cinema scioccata dopo aver visto #AvengersInfinityWar e mi trovo le storie di Shawn, troppo tutto insieme #ShawnMendesTheAlbum",FALSE,0,NA,2018-04-25 21:11:17,FALSE,NA,"989250518143905792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SaraTaby24",0,FALSE,FALSE,NA,NA
"133","RT @nallelydlc: when I found out that Chris Evans didn’t show up at the avengers premiere #AvengersInfinityWar https://t.co/s4JzTbMzc8",FALSE,0,NA,2018-04-25 21:11:16,FALSE,NA,"989250514633281536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","exoticmorganaaa",2,TRUE,FALSE,NA,NA
"134","RT @kingpriyom: #actorslife - ready for @Avengers #avengersinfinitywar - and you know who my favorite it is.... the #minhulk! https://t.co/…",FALSE,0,NA,2018-04-25 21:11:16,FALSE,NA,"989250512603303936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lydasidhu3",11,TRUE,FALSE,NA,NA
"135","#AvengersInfinityWar Le film de tous les superlatifs : explosif, impressionnant, imprévisible, touchant ! Une réuss… https://t.co/V2SxCIbbqg",FALSE,1,NA,2018-04-25 21:11:14,TRUE,NA,"989250505732972545",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FrancoisTaing",0,FALSE,FALSE,NA,NA
"136","anyone that’s seen infinity war please slide into my dms i need someone to talk to #AvengersInfinityWar",FALSE,0,NA,2018-04-25 21:11:13,FALSE,NA,"989250501500899328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tonysdeath",0,FALSE,FALSE,NA,NA
"137","RT @SportsRadioDet: .@TheLaughTracks welcomes in @tvchips as they talk #AvengersInfinityWar &amp; #Marvel Universe https://t.co/nXKBonZGPy http…",FALSE,0,NA,2018-04-25 21:11:13,FALSE,NA,"989250501471559684",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","GeoffMehl",3,TRUE,FALSE,NA,NA
"138","RT @BiBoo_Blue: คือชอบความสัมพันธ์ของพี่ม่วงพาสเทลกับสาวเขียวมากอ่ะ คือเขียวเกลียดม่วงจริงแต่ก็เกลียดไม่สุด ม่วงก็รักเขียวจริงแต่เพราะตัวเอ…",FALSE,0,NA,2018-04-25 21:11:13,FALSE,NA,"989250500120866816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vmkie_",27,TRUE,FALSE,NA,NA
"139","RT #AvengersInfinityWar è l’apoteosi del #cinecomic supereroistico americano, epos #Marvel al 100%. Un’esperienza v… https://t.co/1wcrDfDqcA",FALSE,0,NA,2018-04-25 21:11:11,TRUE,NA,"989250491224854528",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Andrea_btw",0,FALSE,FALSE,NA,NA
"140","C'est quoi cette hécatombe à la fin de #AvengersInfinityWar ???
Genre plutôt que Qui c'est qui meurt on aurait dû réfléchir à Qui survit ??",FALSE,0,NA,2018-04-25 21:11:11,FALSE,NA,"989250490876690433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aloysia_Asani",0,FALSE,FALSE,NA,NA
"141","RT RT KirbyKrackleArt: #AvengersInfinityWar Avengers JackKirbyMuseum https://t.co/uEP9UD5Uil",FALSE,0,NA,2018-04-25 21:11:10,FALSE,NA,"989250487169011718",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Andrea_btw",0,FALSE,FALSE,NA,NA
"142","RT @SportsRadioDet: .@TheLaughTracks welcomes in @tvchips as they talk #AvengersInfinityWar &amp; #Marvel Universe https://t.co/nXKBonZGPy http…",FALSE,0,NA,2018-04-25 21:11:09,FALSE,NA,"989250483108839424",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","OB_DetSports",3,TRUE,FALSE,NA,NA
"143","RT @vale14gemini: Ok. Dopo aver visto #AvengersInfinityWar adesso @Marvel mi dici come si fa ad aspettare un anno per la seconda parte! ������ h…",FALSE,0,NA,2018-04-25 21:11:09,FALSE,NA,"989250482953773056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ciastensperfume",6,TRUE,FALSE,NA,NA
"144","#AvengersInfinityWar figatona",FALSE,0,NA,2018-04-25 21:11:08,FALSE,NA,"989250480265101313",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BertaSubmarine",0,FALSE,FALSE,NA,NA
"145","RT @SandhuMMA: This is brilliant. All the characters of #AvengersInfinityWar replaced by Conor McGregor. Amazing work by @KamuraShops. http…",FALSE,0,NA,2018-04-25 21:11:07,FALSE,NA,"989250474359578624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rollins_kw",13,TRUE,FALSE,NA,NA
"146","RT @JKkoniwa: โคตรสปอย #AvengersInfinityWar #InfinityWarTH https://t.co/IlTbRTjh1z",FALSE,0,NA,2018-04-25 21:11:06,FALSE,NA,"989250471750656000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hodhue",7586,TRUE,FALSE,NA,NA
"147","Filme esrayla gidiyorum çünkü beni aglarken gören tek kişi ve ben aglıycam hissediyorum. #avengersinfinitywar",FALSE,0,NA,2018-04-25 21:11:04,FALSE,NA,"989250464653959168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","demonsheree",0,FALSE,FALSE,NA,NA
"148","RT @LukeJaconis: I’m assuming that #AvengersInfinityWar will be like the time when Raven, Hillary Duff, Shia LaBeouf, and many other early…",FALSE,0,NA,2018-04-25 21:11:04,FALSE,NA,"989250463785725952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","heidijoengels",5,TRUE,FALSE,NA,NA
"149","RT @JamesGunn: Folks, be careful of what reviews you read for #AvengersInfinityWar. There are many surprises in the film, and some of them…",FALSE,0,NA,2018-04-25 21:11:03,FALSE,NA,"989250459864129538",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","bluesabriel",5307,TRUE,FALSE,NA,NA
"150","RT @eimeonc: Je vais avoir besoin de plusieurs mois pour m'en remettre émotionnellement.. #AvengersInfinityWar",FALSE,0,NA,2018-04-25 21:11:03,FALSE,NA,"989250457943134212",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paupauczn",6,TRUE,FALSE,NA,NA
"151","RT @Roberta8825: Se avete da lamentarvi anche su Infinity War vi meritate il nulla. 
I Russo hanno fatto una cosa incredibile. Unire tutti…",FALSE,0,NA,2018-04-25 21:11:02,FALSE,NA,"989250455933980675",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","auri_tolu",34,TRUE,FALSE,NA,NA
"152","RT @SandhuMMA: This is brilliant. All the characters of #AvengersInfinityWar replaced by Conor McGregor. Amazing work by @KamuraShops. http…",FALSE,0,NA,2018-04-25 21:11:02,FALSE,NA,"989250454268891136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Starlord_75",13,TRUE,FALSE,NA,NA
"153","RT @tomandlorenzo: #BlackPanther star Letitia Wright did NOT slack off when it came to the #AvengersInfinityWar premiere red carpet: https:…",FALSE,0,NA,2018-04-25 21:11:01,FALSE,NA,"989250450007322624",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","horbinski",3,TRUE,FALSE,NA,NA
"154","SABATO SI VA AL CINEMA SI O SI NON C'È SCUSA CHE REGGA IO DEVO VEDERE IL FILM DELLA VITA E DEVASTARMI I FEELS. #AvengersInfinityWar",FALSE,1,NA,2018-04-25 21:11:01,FALSE,NA,"989250449608970245",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","faithandfuture",0,FALSE,FALSE,NA,NA
"155","RT @JKkoniwa: โคตรสปอย #AvengersInfinityWar #InfinityWarTH https://t.co/IlTbRTjh1z",FALSE,0,NA,2018-04-25 21:10:58,FALSE,NA,"989250438384893952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_xxgus96",7586,TRUE,FALSE,NA,NA
"156","RT @gamespot: It's here. Our spoiler-free #AvengersInfinityWar review has arrived https://t.co/ClvbvGhQ6D https://t.co/HjrgrckKN6",FALSE,0,NA,2018-04-25 21:10:56,FALSE,NA,"989250430977937408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Matt6174",70,TRUE,FALSE,NA,NA
